row_number,id,time,variable,value
5709,AS14.01,2014-04-02 18:00:00.000,circumplex.arousal,
5731,AS14.01,2014-04-07 15:00:00.000,circumplex.arousal,
5773,AS14.01,2014-04-16 12:00:00.000,circumplex.arousal,
5797,AS14.01,2014-04-21 13:00:00.000,circumplex.arousal,
5836,AS14.01,2014-04-29 09:00:00.000,circumplex.arousal,
11300,AS14.01,2014-03-22 18:00:00.000,circumplex.valence,
11352,AS14.01,2014-04-02 18:00:00.000,circumplex.valence,
11379,AS14.01,2014-04-08 14:00:00.000,circumplex.valence,
11380,AS14.01,2014-04-08 18:00:00.000,circumplex.valence,
11382,AS14.01,2014-04-09 09:00:00.000,circumplex.valence,
11415,AS14.01,2014-04-16 08:00:00.000,circumplex.valence,
11416,AS14.01,2014-04-16 12:00:00.000,circumplex.valence,
11419,AS14.01,2014-04-16 21:00:00.000,circumplex.valence,
11479,AS14.01,2014-04-29 09:00:00.000,circumplex.valence,
11480,AS14.01,2014-04-29 12:00:00.000,circumplex.valence,
11488,AS14.01,2014-04-30 21:00:00.000,circumplex.valence,
11497,AS14.01,2014-05-02 17:00:00.000,circumplex.valence,
6325,AS14.05,2014-04-01 19:00:00.000,circumplex.arousal,
6379,AS14.05,2014-04-13 13:00:00.000,circumplex.arousal,
6434,AS14.05,2014-04-24 18:00:00.000,circumplex.arousal,
11968,AS14.05,2014-04-01 19:00:00.000,circumplex.valence,
12022,AS14.05,2014-04-13 13:00:00.000,circumplex.valence,
12067,AS14.05,2014-04-22 19:00:00.000,circumplex.valence,
12077,AS14.05,2014-04-24 18:00:00.000,circumplex.valence,
6668,AS14.06,2014-05-02 10:00:00.000,circumplex.arousal,
12311,AS14.06,2014-05-02 10:00:00.000,circumplex.valence,
12324,AS14.06,2014-05-04 22:00:00.000,circumplex.valence,
6793,AS14.07,2014-04-12 00:00:00.000,circumplex.arousal,
12436,AS14.07,2014-04-12 00:00:00.000,circumplex.valence,
7037,AS14.08,2014-04-06 12:00:00.000,circumplex.arousal,
12680,AS14.08,2014-04-06 12:00:00.000,circumplex.valence,
12774,AS14.08,2014-04-25 18:00:00.000,circumplex.valence,
7256,AS14.09,2014-04-07 18:00:00.000,circumplex.arousal,
7262,AS14.09,2014-04-08 22:00:00.000,circumplex.arousal,
7320,AS14.09,2014-04-21 21:00:00.000,circumplex.arousal,
7348,AS14.09,2014-04-28 18:00:00.000,circumplex.arousal,
12899,AS14.09,2014-04-07 18:00:00.000,circumplex.valence,
12924,AS14.09,2014-04-13 09:00:00.000,circumplex.valence,
7450,AS14.12,2014-04-11 15:00:00.000,circumplex.arousal,
13037,AS14.12,2014-03-30 14:00:00.000,circumplex.valence,
13047,AS14.12,2014-04-01 14:00:00.000,circumplex.valence,
13051,AS14.12,2014-04-02 12:00:00.000,circumplex.valence,
13052,AS14.12,2014-04-02 14:00:00.000,circumplex.valence,
13061,AS14.12,2014-04-04 15:00:00.000,circumplex.valence,
13179,AS14.12,2014-04-29 18:00:00.000,circumplex.valence,
13183,AS14.12,2014-04-30 18:00:00.000,circumplex.valence,
13187,AS14.12,2014-05-01 15:00:00.000,circumplex.valence,
13203,AS14.12,2014-05-05 12:00:00.000,circumplex.valence,
8193,AS14.15,2014-04-27 23:00:00.000,circumplex.arousal,
8202,AS14.15,2014-04-29 18:00:00.000,circumplex.arousal,
13749,AS14.15,2014-04-10 12:00:00.000,circumplex.valence,
13799,AS14.15,2014-04-20 15:00:00.000,circumplex.valence,
13820,AS14.15,2014-04-24 19:00:00.000,circumplex.valence,
13823,AS14.15,2014-04-25 13:00:00.000,circumplex.valence,
13826,AS14.15,2014-04-25 21:00:00.000,circumplex.valence,
13843,AS14.15,2014-04-29 13:00:00.000,circumplex.valence,
13845,AS14.15,2014-04-29 18:00:00.000,circumplex.valence,
13853,AS14.15,2014-05-01 11:00:00.000,circumplex.valence,
13860,AS14.15,2014-05-02 17:00:00.000,circumplex.valence,
8350,AS14.16,2014-04-06 21:00:00.000,circumplex.arousal,
8357,AS14.16,2014-04-08 12:00:00.000,circumplex.arousal,
8362,AS14.16,2014-04-09 12:00:00.000,circumplex.arousal,
8383,AS14.16,2014-04-13 18:00:00.000,circumplex.arousal,
8404,AS14.16,2014-04-18 10:00:00.000,circumplex.arousal,
8461,AS14.16,2014-05-01 16:00:00.000,circumplex.arousal,
8467,AS14.16,2014-05-05 09:00:00.000,circumplex.arousal,
13887,AS14.16,2014-03-14 17:00:00.000,circumplex.valence,
13897,AS14.16,2014-03-16 15:00:00.000,circumplex.valence,
13928,AS14.16,2014-03-23 12:00:00.000,circumplex.valence,
13945,AS14.16,2014-03-26 20:00:00.000,circumplex.valence,
13959,AS14.16,2014-03-30 15:00:00.000,circumplex.valence,
13961,AS14.16,2014-03-30 21:00:00.000,circumplex.valence,
13965,AS14.16,2014-03-31 23:00:00.000,circumplex.valence,
13974,AS14.16,2014-04-02 17:00:00.000,circumplex.valence,
13977,AS14.16,2014-04-03 15:00:00.000,circumplex.valence,
13992,AS14.16,2014-04-06 20:00:00.000,circumplex.valence,
13993,AS14.16,2014-04-06 21:00:00.000,circumplex.valence,
14000,AS14.16,2014-04-08 12:00:00.000,circumplex.valence,
14003,AS14.16,2014-04-08 21:00:00.000,circumplex.valence,
14008,AS14.16,2014-04-09 21:00:00.000,circumplex.valence,
14019,AS14.16,2014-04-12 09:00:00.000,circumplex.valence,
14022,AS14.16,2014-04-12 23:00:00.000,circumplex.valence,
14026,AS14.16,2014-04-13 18:00:00.000,circumplex.valence,
14028,AS14.16,2014-04-14 09:00:00.000,circumplex.valence,
14035,AS14.16,2014-04-15 15:00:00.000,circumplex.valence,
14038,AS14.16,2014-04-16 09:00:00.000,circumplex.valence,
14044,AS14.16,2014-04-17 15:00:00.000,circumplex.valence,
14047,AS14.16,2014-04-18 10:00:00.000,circumplex.valence,
14054,AS14.16,2014-04-19 17:00:00.000,circumplex.valence,
14055,AS14.16,2014-04-19 20:00:00.000,circumplex.valence,
14056,AS14.16,2014-04-19 21:00:00.000,circumplex.valence,
14063,AS14.16,2014-04-21 21:00:00.000,circumplex.valence,
14070,AS14.16,2014-04-23 12:00:00.000,circumplex.valence,
14071,AS14.16,2014-04-23 15:00:00.000,circumplex.valence,
14085,AS14.16,2014-04-26 18:00:00.000,circumplex.valence,
14089,AS14.16,2014-04-27 15:00:00.000,circumplex.valence,
14097,AS14.16,2014-04-30 09:00:00.000,circumplex.valence,
14101,AS14.16,2014-04-30 21:00:00.000,circumplex.valence,
14104,AS14.16,2014-05-01 16:00:00.000,circumplex.valence,
14105,AS14.16,2014-05-01 18:00:00.000,circumplex.valence,
14106,AS14.16,2014-05-01 21:00:00.000,circumplex.valence,
14110,AS14.16,2014-05-05 09:00:00.000,circumplex.valence,
8643,AS14.17,2014-04-18 22:00:00.000,circumplex.arousal,
14113,AS14.17,2014-03-04 18:00:00.000,circumplex.valence,
14286,AS14.17,2014-04-18 22:00:00.000,circumplex.valence,
14312,AS14.17,2014-04-24 11:00:00.000,circumplex.valence,
14313,AS14.17,2014-04-24 15:00:00.000,circumplex.valence,
14315,AS14.17,2014-04-24 21:00:00.000,circumplex.valence,
14324,AS14.17,2014-04-26 21:00:00.000,circumplex.valence,
14329,AS14.17,2014-04-27 21:00:00.000,circumplex.valence,
14330,AS14.17,2014-04-28 09:00:00.000,circumplex.valence,
14336,AS14.17,2014-04-29 15:00:00.000,circumplex.valence,
14339,AS14.17,2014-04-30 09:00:00.000,circumplex.valence,
9332,AS14.24,2014-04-24 12:00:00.000,circumplex.arousal,
9390,AS14.24,2014-05-08 21:00:00.000,circumplex.arousal,
9394,AS14.24,2014-05-09 19:00:00.000,circumplex.arousal,
9399,AS14.24,2014-05-10 21:00:00.000,circumplex.arousal,
9443,AS14.24,2014-05-19 23:00:00.000,circumplex.arousal,
9478,AS14.24,2014-05-27 15:00:00.000,circumplex.arousal,
9503,AS14.24,2014-06-02 10:00:00.000,circumplex.arousal,
9519,AS14.24,2014-06-05 18:00:00.000,circumplex.arousal,
14935,AS14.24,2014-04-15 15:00:00.000,circumplex.valence,
14939,AS14.24,2014-04-16 13:00:00.000,circumplex.valence,
14972,AS14.24,2014-04-23 15:00:00.000,circumplex.valence,
14975,AS14.24,2014-04-24 12:00:00.000,circumplex.valence,
14982,AS14.24,2014-04-25 18:00:00.000,circumplex.valence,
14984,AS14.24,2014-04-26 09:00:00.000,circumplex.valence,
15025,AS14.24,2014-05-07 09:00:00.000,circumplex.valence,
15030,AS14.24,2014-05-08 10:00:00.000,circumplex.valence,
15032,AS14.24,2014-05-08 15:00:00.000,circumplex.valence,
15033,AS14.24,2014-05-08 21:00:00.000,circumplex.valence,
15037,AS14.24,2014-05-09 19:00:00.000,circumplex.valence,
15039,AS14.24,2014-05-10 09:00:00.000,circumplex.valence,
15040,AS14.24,2014-05-10 12:00:00.000,circumplex.valence,
15041,AS14.24,2014-05-10 18:00:00.000,circumplex.valence,
15042,AS14.24,2014-05-10 21:00:00.000,circumplex.valence,
15046,AS14.24,2014-05-11 18:00:00.000,circumplex.valence,
15076,AS14.24,2014-05-17 21:00:00.000,circumplex.valence,
15086,AS14.24,2014-05-19 23:00:00.000,circumplex.valence,
15121,AS14.24,2014-05-27 15:00:00.000,circumplex.valence,
15122,AS14.24,2014-05-27 18:00:00.000,circumplex.valence,
15126,AS14.24,2014-05-28 16:00:00.000,circumplex.valence,
15146,AS14.24,2014-06-02 10:00:00.000,circumplex.valence,
15162,AS14.24,2014-06-05 18:00:00.000,circumplex.valence,
15164,AS14.24,2014-06-06 09:00:00.000,circumplex.valence,
15165,AS14.24,2014-06-06 12:00:00.000,circumplex.valence,
15167,AS14.24,2014-06-06 18:00:00.000,circumplex.valence,
15168,AS14.24,2014-06-07 12:00:00.000,circumplex.valence,
9646,AS14.25,2014-05-04 18:00:00.000,circumplex.arousal,
9919,AS14.26,2014-05-17 12:00:00.000,circumplex.arousal,
15562,AS14.26,2014-05-17 12:00:00.000,circumplex.valence,
10189,AS14.28,2014-04-01 15:00:00.000,circumplex.arousal,
10241,AS14.28,2014-04-12 21:00:00.000,circumplex.arousal,
10248,AS14.28,2014-04-14 12:00:00.000,circumplex.arousal,
10262,AS14.28,2014-04-17 09:00:00.000,circumplex.arousal,
10283,AS14.28,2014-04-21 15:00:00.000,circumplex.arousal,
10292,AS14.28,2014-04-23 15:00:00.000,circumplex.arousal,
10293,AS14.28,2014-04-23 18:00:00.000,circumplex.arousal,
10329,AS14.28,2014-05-02 12:00:00.000,circumplex.arousal,
10334,AS14.28,2014-05-03 14:00:00.000,circumplex.arousal,
15831,AS14.28,2014-04-01 12:00:00.000,circumplex.valence,
15832,AS14.28,2014-04-01 15:00:00.000,circumplex.valence,
15843,AS14.28,2014-04-03 17:00:00.000,circumplex.valence,
15845,AS14.28,2014-04-04 10:00:00.000,circumplex.valence,
15860,AS14.28,2014-04-07 12:00:00.000,circumplex.valence,
15878,AS14.28,2014-04-11 19:00:00.000,circumplex.valence,
15884,AS14.28,2014-04-12 21:00:00.000,circumplex.valence,
15886,AS14.28,2014-04-13 12:00:00.000,circumplex.valence,
15891,AS14.28,2014-04-14 12:00:00.000,circumplex.valence,
15905,AS14.28,2014-04-17 09:00:00.000,circumplex.valence,
15910,AS14.28,2014-04-18 09:00:00.000,circumplex.valence,
15913,AS14.28,2014-04-18 18:00:00.000,circumplex.valence,
15915,AS14.28,2014-04-19 09:00:00.000,circumplex.valence,
15921,AS14.28,2014-04-20 17:00:00.000,circumplex.valence,
15926,AS14.28,2014-04-21 15:00:00.000,circumplex.valence,
15927,AS14.28,2014-04-21 17:00:00.000,circumplex.valence,
15935,AS14.28,2014-04-23 15:00:00.000,circumplex.valence,
15936,AS14.28,2014-04-23 18:00:00.000,circumplex.valence,
15944,AS14.28,2014-04-25 12:00:00.000,circumplex.valence,
15946,AS14.28,2014-04-25 18:00:00.000,circumplex.valence,
15971,AS14.28,2014-05-02 09:00:00.000,circumplex.valence,
15972,AS14.28,2014-05-02 12:00:00.000,circumplex.valence,
15977,AS14.28,2014-05-03 14:00:00.000,circumplex.valence,
15978,AS14.28,2014-05-03 15:00:00.000,circumplex.valence,
15979,AS14.28,2014-05-03 18:00:00.000,circumplex.valence,
15983,AS14.28,2014-05-04 14:00:00.000,circumplex.valence,
15984,AS14.28,2014-05-04 18:00:00.000,circumplex.valence,
15986,AS14.28,2014-05-05 10:00:00.000,circumplex.valence,
15990,AS14.28,2014-05-07 08:00:00.000,circumplex.valence,
15991,AS14.28,2014-05-07 09:00:00.000,circumplex.valence,
11256,AS14.33,2014-05-24 23:00:00.000,circumplex.arousal,
16780,AS14.33,2014-04-25 21:00:00.000,circumplex.valence,
16803,AS14.33,2014-04-30 19:00:00.000,circumplex.valence,
16809,AS14.33,2014-05-01 21:00:00.000,circumplex.valence,
16815,AS14.33,2014-05-05 14:00:00.000,circumplex.valence,
16852,AS14.33,2014-05-14 21:00:00.000,circumplex.valence,
16853,AS14.33,2014-05-15 09:00:00.000,circumplex.valence,
16859,AS14.33,2014-05-16 20:00:00.000,circumplex.valence,
16862,AS14.33,2014-05-17 12:00:00.000,circumplex.valence,
16882,AS14.33,2014-05-21 16:00:00.000,circumplex.valence,
16899,AS14.33,2014-05-24 23:00:00.000,circumplex.valence,
16903,AS14.33,2014-05-25 21:00:00.000,circumplex.valence,
